P#,Document,Extension,Jenis,SortCategory,Category,SortTopic,Topic,Date,LastUpdated,MIME Type,Size,ID,url
9,PPh Final atas Hadiah Undian,,PPh,10,PPh Final Pasal 4 ayat (2),,,Fri Feb 21 2020 07:35:00 GMT+0800 (HKT),Fri Feb 21 2020 07:35:14 GMT+0800 (HKT),document,0,1nQivbzTnblpSz9jf3KOR7C50q1hRvnfIrEyrMZFSzSE,https://docs.google.com/document/d/1nQivbzTnblpSz9jf3KOR7C50q1hRvnfIrEyrMZFSzSE/edit?usp=drivesdk
8,PPh Final atas Bunga simpanan Koperasi,,PPh,10,PPh Final Pasal 4 ayat (2),,,Fri Feb 21 2020 07:34:52 GMT+0800 (HKT),Fri Feb 21 2020 07:35:06 GMT+0800 (HKT),document,0,1UxqyPW5Sf_wIsUHVz-s4jMa_3rIfAm3zd3Uo_orGW7s,https://docs.google.com/document/d/1UxqyPW5Sf_wIsUHVz-s4jMa_3rIfAm3zd3Uo_orGW7s/edit?usp=drivesdk
7,PPh Final atas Bunga deposito dan tabungan serta diskonto Sertifikat Bank Indonesia,,PPh,10,PPh Final Pasal 4 ayat (2),,,Fri Feb 21 2020 07:34:45 GMT+0800 (HKT),Fri Feb 21 2020 07:34:58 GMT+0800 (HKT),document,0,1zVfvD7JJ7G-uEXqCpxHO6b2XJo9D50Su5LuUC9XMR8I,https://docs.google.com/document/d/1zVfvD7JJ7G-uEXqCpxHO6b2XJo9D50Su5LuUC9XMR8I/edit?usp=drivesdk
6,PPh Final atas Dividen yang diterima Orang Pribadi (OP),,PPh,10,PPh Final Pasal 4 ayat (2),,,Fri Feb 21 2020 07:34:38 GMT+0800 (HKT),Fri Feb 21 2020 07:34:51 GMT+0800 (HKT),document,0,1olzZmJ4huRsNeWh31_LB32oT7ue0BjRa034OY0THk1E,https://docs.google.com/document/d/1olzZmJ4huRsNeWh31_LB32oT7ue0BjRa034OY0THk1E/edit?usp=drivesdk
5,PPh Final atas Penjualan Saham di Bursa Efek,,PPh,10,PPh Final Pasal 4 ayat (2),,,Fri Feb 21 2020 07:34:28 GMT+0800 (HKT),Fri Feb 21 2020 07:34:43 GMT+0800 (HKT),document,0,1fWaQxMzO4wvrJdm71IjyxxUj967_JWGkawM6mQzWcqM,https://docs.google.com/document/d/1fWaQxMzO4wvrJdm71IjyxxUj967_JWGkawM6mQzWcqM/edit?usp=drivesdk
4,PPh Final atas Jasa Konstruksi,,PPh,10,PPh Final Pasal 4 ayat (2),,,Fri Feb 21 2020 07:34:13 GMT+0800 (HKT),Fri Feb 21 2020 07:34:27 GMT+0800 (HKT),document,0,1vtRMMeWr5b-m4LHxe5YXGVw0PB6O0baaZRVbyinEcbE,https://docs.google.com/document/d/1vtRMMeWr5b-m4LHxe5YXGVw0PB6O0baaZRVbyinEcbE/edit?usp=drivesdk
3,PPh Final atas Persewaan Tanah dan/atau Bangunan,,PPh,10,PPh Final Pasal 4 ayat (2),,,Fri Feb 21 2020 07:34:03 GMT+0800 (HKT),Fri Feb 21 2020 07:34:17 GMT+0800 (HKT),document,0,12grZjE0HsfU-EKz-UN6l_r_QJo5AgOuhbSFwNu2HVOk,https://docs.google.com/document/d/12grZjE0HsfU-EKz-UN6l_r_QJo5AgOuhbSFwNu2HVOk/edit?usp=drivesdk
2,"PPh Final atas Pengalihan hak atas Tanah dan/atau bangunan, SKB PPhTB",,PPh,10,PPh Final Pasal 4 ayat (2),,,Fri Feb 21 2020 07:33:55 GMT+0800 (HKT),Fri Feb 21 2020 07:34:09 GMT+0800 (HKT),document,0,1ZNcPgTBM4V1GM-1YJ7lmhD0Gaoxg7TRdMMgTbZgWE_I,https://docs.google.com/document/d/1ZNcPgTBM4V1GM-1YJ7lmhD0Gaoxg7TRdMMgTbZgWE_I/edit?usp=drivesdk
1,"SUN (Obligasi Negara, SPN) dan SBSN",,PPh,10,PPh Final Pasal 4 ayat (2),,,Fri Feb 21 2020 07:33:47 GMT+0800 (HKT),Fri Feb 21 2020 07:34:00 GMT+0800 (HKT),document,0,1VCHNQznBzjTsA3vwK49If3UYXkbo_C6naj8wJ4-MTpM,https://docs.google.com/document/d/1VCHNQznBzjTsA3vwK49If3UYXkbo_C6naj8wJ4-MTpM/edit?usp=drivesdk
6,"Biaya SDM (deductible/nondeductible, objek PPh 21/bukan objek PPh 21)",1,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 14:59:27 GMT+0800 (HKT),Mon Feb 24 2020 15:16:41 GMT+0800 (HKT),document,0,1ubbDOSv1X9-EvI9jgtyKpDDeHOnV61FpO5dfKAV0uYY,https://docs.google.com/document/d/1ubbDOSv1X9-EvI9jgtyKpDDeHOnV61FpO5dfKAV0uYY/edit?usp=drivesdk
5,Piutang yang Nyata-Nyata Tidak Dapat Ditagih,1,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 14:59:18 GMT+0800 (HKT),Mon Feb 24 2020 15:10:04 GMT+0800 (HKT),document,0,18dtUYQ0BevZHb33JB_575zPMdEStEm3MDEqRnvbNhy4,https://docs.google.com/document/d/18dtUYQ0BevZHb33JB_575zPMdEStEm3MDEqRnvbNhy4/edit?usp=drivesdk
4,Biaya Promosi,1,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 14:59:00 GMT+0800 (HKT),Mon Feb 24 2020 15:06:55 GMT+0800 (HKT),document,0,1teSVGh-vT5YCMZxiMmKhF-nsLkOarrQpL0FJJvwa_ZU,https://docs.google.com/document/d/1teSVGh-vT5YCMZxiMmKhF-nsLkOarrQpL0FJJvwa_ZU/edit?usp=drivesdk
14,Contoh Soal Rekonsiliasi Fiskal + Kunci Jawaban,,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 15:01:06 GMT+0800 (HKT),Mon Feb 24 2020 15:01:22 GMT+0800 (HKT),document,0,1uYXVTCywS7G6JUc0o7MWjJLe4NU3zbbTxSA0RO0sZCs,https://docs.google.com/document/d/1uYXVTCywS7G6JUc0o7MWjJLe4NU3zbbTxSA0RO0sZCs/edit?usp=drivesdk
13,Daftar Rekonsiliasi Fiskal Biaya Usaha,,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 15:00:53 GMT+0800 (HKT),Mon Feb 24 2020 15:01:07 GMT+0800 (HKT),document,0,1CmyrlXaqqEu7HV4bfK9LZfFI8tLP5mVWhmBt_VJ7VL4,https://docs.google.com/document/d/1CmyrlXaqqEu7HV4bfK9LZfFI8tLP5mVWhmBt_VJ7VL4/edit?usp=drivesdk
12,Join Cost,1,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 15:00:31 GMT+0800 (HKT),Mon Feb 24 2020 15:00:44 GMT+0800 (HKT),document,0,1JFFGOGKPCTzjht1_n_yNsZRMIz9ijWoIsBm7PPX8ACs,https://docs.google.com/document/d/1JFFGOGKPCTzjht1_n_yNsZRMIz9ijWoIsBm7PPX8ACs/edit?usp=drivesdk
11,Pajak Masukan yang tidak dapat dikreditkan bisa jadi pengurang Penghasilan Bruto,,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 15:00:23 GMT+0800 (HKT),Mon Feb 24 2020 15:00:38 GMT+0800 (HKT),document,0,1d7IpGHQ5VXTgOUbajuN8SK1uylzkGTBLppnpxTxAdn8,https://docs.google.com/document/d/1d7IpGHQ5VXTgOUbajuN8SK1uylzkGTBLppnpxTxAdn8/edit?usp=drivesdk
10,Sumbangan / Biaya Pembangunan Infrastruktur yang bisa dikurangkan dari penghasilan bruto,,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 15:00:10 GMT+0800 (HKT),Mon Feb 24 2020 15:00:27 GMT+0800 (HKT),document,0,1CZoXaF9yVOuu_rmiBNb2bHlE-1wS9mHpt9y-Qa-vOYo,https://docs.google.com/document/d/1CZoXaF9yVOuu_rmiBNb2bHlE-1wS9mHpt9y-Qa-vOYo/edit?usp=drivesdk
9,Biaya Entertainment,1,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 14:59:59 GMT+0800 (HKT),Mon Feb 24 2020 15:00:13 GMT+0800 (HKT),document,0,1-r-Q5NZb-XJrFVWr8pGsXD84U6Y3bknn3xVVYK2tZIE,https://docs.google.com/document/d/1-r-Q5NZb-XJrFVWr8pGsXD84U6Y3bknn3xVVYK2tZIE/edit?usp=drivesdk
8,Pajak Daerah dan Retribusi Daerah,1,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 14:59:44 GMT+0800 (HKT),Mon Feb 24 2020 14:59:58 GMT+0800 (HKT),document,0,1LFU6CIc7Qq_Zs0A4GEK0-dnSKx54j3YpTxDoIy-2FDk,https://docs.google.com/document/d/1LFU6CIc7Qq_Zs0A4GEK0-dnSKx54j3YpTxDoIy-2FDk/edit?usp=drivesdk
7,Biaya Bunga Pinjaman,1,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 14:59:35 GMT+0800 (HKT),Mon Feb 24 2020 14:59:48 GMT+0800 (HKT),document,0,1LzXdh9zMLZ0DErqj-H47SHbC8vJSbu4ITQDn_geZJzM,https://docs.google.com/document/d/1LzXdh9zMLZ0DErqj-H47SHbC8vJSbu4ITQDn_geZJzM/edit?usp=drivesdk
3,Natura/Kenikmatan,1,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 14:58:46 GMT+0800 (HKT),Mon Feb 24 2020 14:59:05 GMT+0800 (HKT),document,0,17kr2tFv4uRXfKJoYAXGxgbHuF8fpCxrNxSuq7uG-JVA,https://docs.google.com/document/d/17kr2tFv4uRXfKJoYAXGxgbHuF8fpCxrNxSuq7uG-JVA/edit?usp=drivesdk
2,Biaya Fiskal (Pasal 6 dan 9 UU PPh),1,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 14:58:35 GMT+0800 (HKT),Mon Feb 24 2020 14:58:51 GMT+0800 (HKT),document,0,163QHH77rz9Hdn1YqXeH8v85Gl7F0DNkrvLH0anCTR6c,https://docs.google.com/document/d/163QHH77rz9Hdn1YqXeH8v85Gl7F0DNkrvLH0anCTR6c/edit?usp=drivesdk
1,Zakat Atau Sumbangan Keagamaan yang Sifatnya Wajib,1,PPh,4,Biaya Fiskal,,,Mon Feb 24 2020 14:58:11 GMT+0800 (HKT),Mon Feb 24 2020 14:58:34 GMT+0800 (HKT),document,0,1UiIxrLAOLRytp9fnleoT1w05i023C4--dqzYyZjRdhk,https://docs.google.com/document/d/1UiIxrLAOLRytp9fnleoT1w05i023C4--dqzYyZjRdhk/edit?usp=drivesdk
5,Kendaraan milik perusahaan,1,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Mon Feb 24 2020 15:18:06 GMT+0800 (HKT),Mon Feb 24 2020 15:31:41 GMT+0800 (HKT),document,0,1iSDXzmsYSIDVubJEcBSryVhvwbBPX4OzbO2_2cc7AWg,https://docs.google.com/document/d/1iSDXzmsYSIDVubJEcBSryVhvwbBPX4OzbO2_2cc7AWg/edit?usp=drivesdk
4,Perangkat Lunak (Software) Komputer,1,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Mon Feb 24 2020 15:17:55 GMT+0800 (HKT),Mon Feb 24 2020 15:28:18 GMT+0800 (HKT),document,0,140ogI84DyZfI_3FfwhVH7qG1ocC7FHSwjOUE1IKjcZM,https://docs.google.com/document/d/140ogI84DyZfI_3FfwhVH7qG1ocC7FHSwjOUE1IKjcZM/edit?usp=drivesdk
1,Biaya Penyusutan Fiskal,1,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Mon Feb 24 2020 15:17:22 GMT+0800 (HKT),Mon Feb 24 2020 15:22:39 GMT+0800 (HKT),document,0,1vwOVVDvaQlmjnJw3swvnn8UOi9rxkTHo0x1mdu_Ylkc,https://docs.google.com/document/d/1vwOVVDvaQlmjnJw3swvnn8UOi9rxkTHo0x1mdu_Ylkc/edit?usp=drivesdk
8,Penyusutan Harta Berwujud Bagi Kontraktor Migas,1,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Mon Feb 24 2020 15:18:34 GMT+0800 (HKT),Mon Feb 24 2020 15:18:52 GMT+0800 (HKT),document,0,1c1EHpco4oLaEF-qQ51s8wYx-TMg1yq7-8m6lDRz_X8Q,https://docs.google.com/document/d/1c1EHpco4oLaEF-qQ51s8wYx-TMg1yq7-8m6lDRz_X8Q/edit?usp=drivesdk
7,"Penyusutan, Amortisasi dalam Bidang Usaha Tertentu (Tanaman Kehutanan, kayu, Tanaman Keras, Ternak)",,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Mon Feb 24 2020 15:18:24 GMT+0800 (HKT),Mon Feb 24 2020 15:18:40 GMT+0800 (HKT),document,0,1Sk63PPzOCOq-EZn84Z7tNcg1v90jHcf5ysu6DnSX8Wg,https://docs.google.com/document/d/1Sk63PPzOCOq-EZn84Z7tNcg1v90jHcf5ysu6DnSX8Wg/edit?usp=drivesdk
6,"HP, telepon Seluler, pager",1,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Mon Feb 24 2020 15:18:17 GMT+0800 (HKT),Mon Feb 24 2020 15:18:30 GMT+0800 (HKT),document,0,1tbRWm-mbLWBgV6IOPFag5m3Ipnh8C9JK_uJH6Kx8hZ0,https://docs.google.com/document/d/1tbRWm-mbLWBgV6IOPFag5m3Ipnh8C9JK_uJH6Kx8hZ0/edit?usp=drivesdk
3,Amortisasi Harta Tidak Berwujud,,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Mon Feb 24 2020 15:17:43 GMT+0800 (HKT),Mon Feb 24 2020 15:18:01 GMT+0800 (HKT),document,0,1KZ-BM4QrIk-XfVfgrutSVj1s5N5PUfafj65HKpNg_qU,https://docs.google.com/document/d/1KZ-BM4QrIk-XfVfgrutSVj1s5N5PUfafj65HKpNg_qU/edit?usp=drivesdk
2,Penyusutan Harta Berwujud,,PPh,4,Biaya Fiskal,1,Penyusutan Fiskal,Mon Feb 24 2020 15:17:34 GMT+0800 (HKT),Mon Feb 24 2020 15:17:47 GMT+0800 (HKT),document,0,1hKIWCi7jyGlW14s9YoHjQpUd_oYyBayGReOs-703jfg,https://docs.google.com/document/d/1hKIWCi7jyGlW14s9YoHjQpUd_oYyBayGReOs-703jfg/edit?usp=drivesdk
5,"Penggunaan Nilai Buku atas Pengalihan dan Perolehan Harta dalam Rangka Penggabungan, Peleburan, Pemekaran atau Pengambilalihan Usaha",1,PPh,1,Umum,,,Tue Feb 18 2020 15:39:38 GMT+0800 (HKT),Mon Feb 24 2020 11:40:50 GMT+0800 (HKT),document,0,1um4C8N1mf-cvcVUSVrJLretfX6RLyswG9t5fUCN3Y4I,https://docs.google.com/document/d/1um4C8N1mf-cvcVUSVrJLretfX6RLyswG9t5fUCN3Y4I/edit?usp=drivesdk
2,"SKB PPh Potput (SKB PPh 21, 22, 22 impor, 23)",1,PPh,1,Umum,,,Tue Feb 18 2020 15:40:38 GMT+0800 (HKT),Mon Feb 24 2020 10:58:05 GMT+0800 (HKT),document,0,1jKNDmPF57Ztft6iyRrjy61sVXiBPrpQ4OrtcEBZjEPQ,https://docs.google.com/document/d/1jKNDmPF57Ztft6iyRrjy61sVXiBPrpQ4OrtcEBZjEPQ/edit?usp=drivesdk
3,"Penggunaan Nilai Buku atas Pengalihan Harta dalam Rangka Penggabungan, Peleburan atau Pemekaran Usaha",1,PPh,1,Umum,,,Tue Feb 18 2020 15:40:05 GMT+0800 (HKT),Mon Feb 24 2020 10:42:14 GMT+0800 (HKT),document,0,10kGTWYrF693IFhHUrsmGk-jBnp2oXxrjzDBpGsDuZ4E,https://docs.google.com/document/d/10kGTWYrF693IFhHUrsmGk-jBnp2oXxrjzDBpGsDuZ4E/edit?usp=drivesdk
4,Oasis Pemotongan/Pemungutan PPh,,PPh,1,Umum,,,Tue Feb 18 2020 15:39:02 GMT+0800 (HKT),Tue Feb 18 2020 15:47:03 GMT+0800 (HKT),document,0,1Yd-WO6eSqp2WttnujN1B4LtB_fiOLaDBupqwDxyNxSQ,https://docs.google.com/document/d/1Yd-WO6eSqp2WttnujN1B4LtB_fiOLaDBupqwDxyNxSQ/edit?usp=drivesdk
1,Resume Tarif dan DPP PPh ( KETENTUAN LAMA),,PPh,1,Umum,,,Tue Feb 18 2020 15:37:35 GMT+0800 (HKT),Tue Feb 18 2020 15:46:24 GMT+0800 (HKT),document,0,1JSrHcMwQY6dFSvsVOFZxB_Mck3Gf05lSelVFvuyoykY,https://docs.google.com/document/d/1JSrHcMwQY6dFSvsVOFZxB_Mck3Gf05lSelVFvuyoykY/edit?usp=drivesdk
1,Saat Dimulainya Kewajiban Perpajakan,,PPh,1,Umum,,,Fri Jan 10 2020 10:03:38 GMT+0800 (HKT),Tue Feb 18 2020 15:46:04 GMT+0800 (HKT),document,0,1Gf1g4SpdKhp-IOB-Nf3Lxwr2OB5U5Ykb2CICsX4NdXc,https://docs.google.com/document/d/1Gf1g4SpdKhp-IOB-Nf3Lxwr2OB5U5Ykb2CICsX4NdXc/edit?usp=drivesdk
